Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
N9,,0,3,0,0,0,18,0,0,0,0
N10,,0,0,0,0,0,13,0,0,0,0
N11,,0,1,0,0,0,14,0,0,0,0
N12,,0,1,0,0,0,13,0,0,0,0
N13,,0,2,0,0,0,7,0,0,0,0
N14,,0,0,0,0,0,17,0,0,0,0
N15,,0,6,0,0,0,18,0,0,0,0
N16,,0,15,0,0,0,42,0,0,0,0
N17,,0,2,0,0,0,27,0,0,0,0
N18,,0,0,0,0,0,7,0,0,0,0
N19,,0,1,0,0,0,10,0,0,0,0
N20,,0,0,0,0,0,10,0,0,0,0
N21,,0,0,0,0,0,9,0,0,0,0
N22,,0,0,0,0,0,17,0,0,0,0
NE1,,0,2,0,0,0,1,0,0,0,0
NE2,,337,0,0,116,0,17,0,47,0,111
NE3,,536,1,0,609,0,26,0,27,0,211
NE4,YES,103,1,0,193,0,4,0,75,0,0
NE5,,358,5,0,447,0,20,16,25,12,103
NE6,,333,2,0,352,0,18,0,6,0,18
NE7,,34,2,0,51,0,9,0,0,0,0
NE8,,381,1,0,181,0,6,0,50,0,106
NE9,,190,0,8,356,52,15,25,53,87,358
NE10,,359,3,0,472,30,13,0,31,0,21
NE11,,160,1,0,129,24,14,15,29,0,73
NE12,,224,0,12,266,0,18,0,44,103,377
NE13,,85,1,0,87,0,11,0,0,0,0
NE15,,249,3,0,183,0,13,14,54,0,85
NE16,,336,0,0,305,21,19,24,21,24,204
NE17,,0,0,0,0,0,1,0,0,0,0
NE18,,104,0,2,3,0,21,0,10,0,30
NE19,,0,0,0,0,0,1,0,0,0,0
NE20,,0,0,0,0,0,6,0,0,0,0
NE21,,169,1,0,151,0,20,0,55,0,54
NE22,,83,0,38,69,27,5,0,60,0,63
NE23,YES,329,1,0,225,0,8,0,13,0,0
NE24,,219,0,0,176,0,12,0,8,0,28
NE25,,446,3,0,417,0,17,0,47,0,219
NE26,,165,0,0,142,0,10,0,50,2,96
NE27,,47,0,0,0,31,9,0,22,0,34
NE28,,186,4,0,295,0,19,0,21,38,154
NE29,YES,147,1,0,277,0,10,0,10,0,0
NE30,,25,2,0,118,0,22,0,14,0,128
NE31,YES,504,2,0,347,20,15,0,27,0,0
NE32,,518,3,0,410,36,38,0,34,15,43
NE33,YES,233,2,10,288,0,18,0,33,0,0
NE34,,675,1,102,741,165,38,82,39,86,647
NE35,,21,0,0,69,21,9,0,33,0,73
NE36,,184,1,78,228,36,20,0,20,0,132
NE37,,372,0,0,105,0,15,0,20,0,90
NE38,,168,2,51,158,0,8,0,50,5,114
NE39,,0,0,0,130,0,10,0,20,0,19
NE40,,202,2,0,217,0,15,0,40,0,53
NE41,,0,0,0,0,0,1,0,0,0,0
NE42,,15,0,0,9,0,6,0,17,0,22
NE43,,0,2,0,0,0,3,0,0,0,0
NE44,,0,0,0,0,0,1,0,0,0,0
NE45,,38,1,0,50,0,4,0,50,0,9
NE46,,23,0,0,0,0,10,7,10,0,31
NE47,,0,0,0,27,0,5,0,20,0,40
NE48,,178,1,0,44,0,13,0,62,0,205
NE49,,0,0,0,0,0,1,0,100,0,17
NE61,,144,1,0,113,0,7,0,86,0,18
NE62,,146,2,0,128,0,18,0,17,0,13
NE63,,143,4,12,131,11,28,0,21,235,136
NE65,YES,40,0,0,21,0,2,0,50,0,0
NE66,,122,0,0,143,0,14,0,21,0,117
NE67,,0,0,0,0,0,1,0,0,0,0
NE68,,0,0,0,11,0,1,0,0,0,0
NE70,,0,0,0,0,0,1,0,0,0,0
NE71,,0,1,0,34,0,15,0,13,0,66
NG1,,31,1,0,24,0,6,0,0,0,0
NG2,,592,5,187,460,117,35,0,17,30,117
NG3,,80,0,0,94,0,5,0,80,34,7
NG4,,359,1,84,215,24,17,0,18,0,115
NG5,,309,2,0,120,0,20,0,45,0,151
NG6,,185,2,19,185,0,30,0,20,0,177
NG7,,220,2,0,36,0,16,0,31,0,173
NG8,,244,0,16,251,0,17,0,18,0,65
NG9,,117,0,0,70,0,3,0,100,0,192
NG10,,356,6,0,0,0,19,24,89,158,381
NG11,,77,1,0,34,0,22,0,14,0,21
NG12,,83,1,0,267,0,13,0,8,149,0
NG13,,86,0,0,130,0,17,0,29,0,21
NG14,,52,0,0,61,0,4,0,25,0,34
NG15,,185,2,11,215,0,23,0,0,0,0
NG16,,162,1,0,161,0,9,0,22,0,24
NG17,,107,0,0,127,0,11,0,9,0,24
NG18,,148,1,0,174,0,12,0,33,0,83
NG19,,273,1,0,212,0,10,0,40,0,81
NG20,YES,59,0,0,46,0,12,0,17,0,0
NG21,YES,235,0,0,241,0,11,0,55,0,0
NG22,,143,2,0,118,0,9,0,33,0,78
NG23,,107,0,0,102,0,9,0,22,0,29
NG24,,667,3,0,549,15,34,0,29,25,86
NG25,,108,2,0,125,0,8,0,13,0,57
NG31,,142,1,0,223,0,14,0,21,56,103
NG32,,120,1,0,21,0,16,0,0,0,0
NG33,,23,1,0,12,0,3,0,0,0,0
NG34,,43,0,17,225,0,7,0,0,0,0
NN1,YES,25,1,0,19,0,8,0,13,0,0
NN2,,16,1,0,46,0,25,0,8,0,15
NN3,YES,221,3,0,390,0,13,0,23,0,0
NN4,,308,1,0,292,0,20,0,20,0,47
NN5,,118,0,0,130,0,4,0,25,0,34
NN6,YES,384,2,0,372,0,22,0,45,0,0
NN7,,563,0,130,474,153,16,39,44,54,222
NN8,,47,0,0,35,0,4,0,25,0,11
NN9,,78,2,0,92,0,18,0,22,0,69
NN10,,70,2,0,58,0,12,0,50,0,61
NN11,YES,192,0,26,237,0,23,0,4,0,0
NN12,,259,1,0,238,9,17,6,47,0,123
NN13,YES,249,1,0,206,0,15,0,27,0,0
NN14,,135,0,0,197,0,8,0,50,0,40
NN15,,340,1,0,290,0,8,0,38,0,131
NN16,,191,1,0,159,112,16,0,38,5,23
NN17,,238,1,0,58,0,14,0,14,0,15
NN18,,120,0,14,136,0,20,0,20,0,36
NN29,YES,53,1,0,0,0,20,0,10,0,0
NP10,,0,1,0,0,0,0,0,0,0,0
NP16,,32,1,0,35,0,6,0,17,0,19
NP19,,0,3,0,0,0,0,0,0,0,0
NP20,,0,1,0,0,0,0,0,0,0,0
NP25,,81,1,0,8,0,4,0,25,0,24
NP26,,0,1,0,0,0,0,0,0,0,0
NR1,,0,1,0,0,0,11,6,36,24,12
NR2,,131,2,0,0,0,13,0,8,0,24
NR3,,0,0,0,0,0,10,0,0,0,0
NR4,,229,2,0,0,0,19,0,58,54,178
NR5,,63,1,0,0,0,8,0,38,0,69
NR6,,0,1,0,0,0,12,0,17,30,48
NR7,YES,0,1,0,0,0,13,0,15,0,0
NR8,,113,2,0,0,0,18,0,39,40,97
NR9,,143,2,0,0,54,10,0,30,0,260
NR10,,13,1,0,0,0,13,0,15,0,24
NR11,YES,0,2,0,0,0,14,0,7,0,0
NR12,,0,0,0,0,0,17,0,6,0,28
NR13,,0,0,0,0,0,13,0,8,0,24
NR14,,52,2,0,0,0,5,0,60,0,26
NR15,YES,44,1,0,0,0,12,0,25,0,0
NR16,YES,0,0,0,0,0,10,0,20,0,0
NR17,YES,0,1,0,0,0,9,0,11,0,0
NR18,,48,0,0,0,0,3,0,33,0,24
NR19,,101,0,0,0,0,5,0,20,0,36
NR20,,12,2,0,0,0,9,0,33,0,60
NR21,,0,1,0,0,0,10,0,0,0,0
NR22,,0,0,0,0,0,1,0,0,0,0
NR23,,0,0,0,0,0,2,0,0,0,0
NR24,,0,2,0,0,0,1,36,100,0,0
NR25,,0,0,0,0,0,4,0,25,0,5
NR26,,0,0,0,0,0,3,0,0,0,0
NR27,,0,0,0,0,0,8,0,0,0,0
NR28,,0,0,0,0,0,5,0,0,0,0
NR29,,32,0,0,0,0,11,0,36,36,24
NR30,,9,0,0,0,0,11,0,9,0,11
NR31,,103,0,0,0,0,9,0,56,0,102
NR32,,40,2,0,19,0,17,0,12,0,29
NR33,,40,0,0,101,0,34,0,0,0,0
NR34,,43,1,0,48,0,9,0,22,0,46
NR35,YES,26,0,0,20,0,2,0,50,0,0
NW1,,0,2,0,0,0,23,0,0,0,0
NW2,,0,0,0,0,0,20,0,0,0,0
NW3,,0,2,0,0,0,39,0,0,0,0
NW4,,0,0,0,0,0,18,0,0,0,0
NW5,,0,0,0,0,0,14,0,0,0,0
NW6,,0,7,0,0,0,28,0,0,0,0
NW7,,0,0,0,0,0,18,0,0,0,0
NW8,,0,2,0,0,0,13,0,0,0,0
NW9,,0,0,0,0,0,23,0,0,0,0
NW10,,0,6,0,0,0,32,0,0,0,0
NW11,,0,0,0,0,0,15,0,0,0,0
OL1,,221,2,7,289,9,11,0,73,0,50
OL2,,661,0,319,622,344,22,269,36,338,357
OL3,,206,5,16,326,0,16,0,44,25,110
OL4,,507,2,0,422,3,28,0,29,120,473
OL5,,195,1,0,138,0,14,0,21,0,62
OL6,,73,0,0,80,0,6,0,67,0,90
OL7,YES,81,0,0,29,0,9,0,22,0,0
OL8,,514,9,137,621,36,21,23,52,0,204
OL9,,583,0,70,762,126,26,0,27,60,364
OL10,,64,0,0,111,0,4,0,100,0,33
OL11,,254,0,0,339,0,20,0,20,2,68
OL12,YES,292,4,0,622,0,21,0,19,0,0
OL13,YES,447,0,0,260,0,20,0,35,0,0
OL14,,233,1,0,224,0,9,0,11,0,110
OL15,,95,0,0,87,0,10,0,20,0,65
OL16,,256,2,0,220,0,18,0,17,0,26
OX1,,68,0,28,99,23,10,0,40,0,62
OX2,,12,0,0,77,0,6,0,0,0,0
OX3,,119,1,0,12,0,8,0,13,0,285
OX4,,87,1,0,32,0,21,0,29,186,44
OX5,,0,0,0,23,0,2,0,50,0,25
OX7,YES,33,1,0,28,0,14,0,7,0,0
OX9,,73,2,0,0,44,17,44,6,0,0
OX10,,54,1,0,84,0,10,0,30,0,23
OX11,,41,0,0,120,0,1,0,0,0,0
OX12,,11,0,0,0,0,13,0,0,0,0
OX13,,38,1,0,0,0,9,0,11,0,27
OX14,,82,2,0,83,0,4,0,50,13,57
OX15,,69,4,0,13,11,17,0,29,0,105
OX16,,2,2,0,1,0,8,0,13,0,6
OX17,,139,1,0,115,0,18,0,33,0,64
OX18,YES,144,0,0,0,0,10,0,20,0,0
OX20,,38,0,0,0,0,4,9,50,0,41
OX25,YES,49,0,0,0,0,2,0,50,0,0
OX26,YES,14,0,0,7,0,2,0,50,0,0
OX27,,14,2,0,10,0,13,0,0,0,0
OX28,,152,1,0,0,0,16,0,0,0,0
OX29,,21,0,0,13,0,4,0,25,0,21
OX33,,19,1,0,0,0,6,0,33,0,20
OX39,,0,0,0,0,0,2,0,0,0,0
OX44,,24,0,0,24,0,2,0,100,0,18
OX49,,10,0,0,0,0,4,0,0,0,0
PE1,,112,0,0,208,0,12,0,42,0,73
PE2,,228,3,10,224,7,15,0,27,0,46
PE3,,200,0,0,148,14,20,94,35,0,89
PE4,,129,1,0,290,38,19,0,5,0,40
PE5,,15,0,0,25,0,11,0,0,0,0
PE6,,461,5,0,404,0,39,0,10,0,158
PE7,,401,0,0,460,0,17,0,18,0,6
PE8,,106,0,0,49,38,10,0,10,0,22
PE9,,133,2,26,223,49,27,21,26,0,151
PE10,,0,1,0,100,0,10,0,0,0,0
PE11,,309,4,680,340,78,18,0,28,0,89
PE12,,130,1,0,94,0,10,0,30,4,29
PE13,YES,203,3,0,161,0,9,0,11,0,0
PE14,,71,1,0,43,0,7,0,43,0,28
PE15,,353,1,11,220,0,11,0,55,0,77
PE16,YES,177,0,0,29,0,9,0,11,0,0
PE19,,514,2,60,530,41,23,30,26,60,222
PE20,,41,0,0,0,0,5,0,0,0,0
PE21,,216,2,0,288,0,16,0,69,0,75
PE22,,160,0,0,173,5,15,0,40,0,174
PE23,YES,64,1,0,52,0,4,0,25,0,0
PE24,,28,0,0,57,0,6,0,0,0,0
PE25,YES,66,1,0,9,0,11,0,9,0,0
PE26,,39,0,0,80,0,3,0,100,0,41
PE27,,248,0,0,365,0,13,73,54,25,54
PE28,,353,1,22,536,64,20,71,50,192,327
PE29,,284,0,0,240,24,8,0,38,0,86
PE30,YES,42,1,0,0,0,21,0,5,0,0
PE31,,18,0,0,0,0,12,0,8,0,9
PE32,,26,0,0,0,0,12,22,33,0,81
PE33,,0,1,0,0,0,9,0,11,0,18
PE34,,35,0,0,0,0,12,0,25,0,32
PE36,,0,0,0,0,0,3,0,0,0,0
PE37,,0,1,0,0,0,6,0,0,0,0
PE38,,21,0,0,0,0,7,0,43,0,12
PL1,YES,149,0,0,0,0,11,0,36,0,0
PL2,,116,1,0,0,0,5,0,0,0,0
PL3,,184,1,0,0,0,14,0,50,151,47
PL4,,182,0,0,0,42,9,8,33,87,88
PL5,,395,0,0,0,0,14,0,43,121,354
PL6,YES,94,1,0,58,0,6,0,33,0,0
PL7,YES,109,0,0,44,0,6,0,33,0,0
PL8,,104,1,0,65,0,13,0,23,0,86
PL9,,53,0,0,15,0,17,0,12,40,111
PL10,,11,0,0,0,0,2,0,50,12,0
PL11,YES,51,1,0,0,0,8,0,38,0,0
PL12,,155,2,0,0,44,12,6,58,0,89
PL13,,25,1,0,0,0,5,0,60,57,113
PL14,,55,1,0,0,0,10,0,30,0,48
PL15,,84,1,0,0,0,8,0,25,23,19
PL16,,11,1,0,11,0,14,0,0,0,0
PL17,,41,0,0,0,0,4,0,50,12,78
PL18,,27,0,0,0,0,3,0,67,36,24
PL19,,307,4,0,121,2,39,0,23,24,183
PL20,,103,1,0,146,0,13,0,46,0,69
PL21,,283,2,0,102,138,16,0,31,55,166
PL22,,14,1,0,0,0,3,0,0,0,0
PL23,,10,0,0,0,0,3,0,0,0,0
PL24,YES,49,0,0,0,0,9,0,22,0,0
PL25,,137,1,0,0,11,7,7,43,0,79
PL26,,205,0,0,0,0,15,0,13,0,57
PL27,,236,0,0,0,9,17,0,12,0,75
PL28,,65,1,0,0,0,12,0,42,10,96
PL29,,0,0,0,0,0,1,0,100,0,11
PL30,,15,0,0,0,0,13,0,38,68,126
PL31,YES,72,0,0,0,0,7,0,14,0,0
PL32,,0,0,0,0,0,3,0,33,10,20
PL33,,0,0,0,0,0,1,0,0,0,0
PL34,,0,0,0,0,0,1,0,100,10,9
PL35,,0,0,0,0,0,1,0,100,0,10
PO1,,109,1,0,108,0,9,0,11,0,49
PO2,,234,2,0,291,0,10,0,30,0,35
PO3,,217,1,0,157,24,9,0,56,48,65
PO4,,70,0,0,0,0,3,0,0,0,0
PO5,,152,2,207,194,91,13,0,54,20,325
PO6,,241,0,0,298,0,16,60,50,43,501
PO7,,265,1,17,203,5,15,0,33,0,155
PO8,,224,0,171,158,129,9,18,11,18,80
PO9,,145,2,41,187,12,19,0,11,3,0
PO10,,175,0,0,119,0,11,0,36,5,22
PO11,,69,3,0,0,0,16,20,6,0,0
PO12,,363,2,0,0,53,19,33,32,0,219
PO13,,310,10,0,0,50,26,33,62,165,478
PO14,,1027,8,0,26,133,26,35,62,90,586
PO15,,47,2,0,18,0,11,0,0,0,0
PO16,,333,1,0,0,0,23,0,52,35,169
PO17,,0,0,0,25,0,3,0,0,0,0
PO18,,499,7,0,71,15,26,0,35,12,240
PO19,,129,0,0,33,0,3,0,0,0,0
PO20,,158,1,0,47,0,6,0,33,0,52
PO21,,87,2,0,113,0,11,0,0,0,0
PO22,,0,2,0,0,0,7,0,14,0,90
PO30,YES,8,0,0,51,12,3,0,33,0,0
PO31,,126,1,0,51,0,17,0,0,0,0
PO32,YES,39,1,0,11,0,6,0,50,0,0
PO33,,99,1,0,47,0,10,0,40,0,55
PO34,,0,0,0,0,0,1,0,0,0,0
PO35,,40,0,0,0,0,1,0,0,0,0
PO36,,21,0,16,58,0,6,0,67,0,61
PO37,,22,0,0,0,0,2,0,0,0,0
PO38,YES,0,0,0,30,0,9,0,11,0,0
PO39,,0,0,0,0,0,1,0,0,0,0
PO40,,0,0,0,0,0,1,0,0,0,0
PO41,,0,0,0,0,0,1,0,0,0,0
PR1,,348,1,22,401,27,31,0,23,0,70
PR2,,594,4,0,617,3,33,0,12,0,286
PR3,,422,2,0,431,0,19,0,5,30,0
PR4,,380,1,0,348,0,19,0,21,0,143
PR5,,443,1,0,0,87,18,25,61,59,246
PR6,,255,0,0,24,6,22,0,41,30,123
PR7,,111,1,0,72,0,15,0,0,0,0
PR8,,261,0,0,0,0,14,0,0,0,0
PR9,,124,1,0,0,0,12,0,8,0,45
PR25,,207,2,0,0,0,8,0,25,0,73
PR26,,185,1,0,0,49,8,0,50,103,162
RG1,,35,0,0,187,122,10,0,0,0,0
RG2,,322,3,0,428,0,19,0,42,0,188
RG4,,805,2,25,451,21,22,110,36,21,405
RG5,,268,2,0,230,0,21,0,14,0,88
RG6,,249,1,85,206,15,13,0,31,30,81
RG7,YES,492,0,0,368,0,17,0,12,0,0
RG8,YES,85,1,25,193,12,18,0,6,0,0
RG9,,44,3,0,99,2,12,0,50,0,21
RG10,,166,2,0,113,0,10,0,20,0,105
RG12,,150,0,8,209,3,22,0,32,0,22
RG14,,369,1,0,259,27,22,0,32,0,37
RG17,,67,2,0,97,0,16,0,13,0,27
RG18,,287,2,19,222,7,11,0,36,8,0
RG19,,82,0,0,60,0,5,0,20,0,50
RG20,,114,1,0,182,30,19,0,37,0,374
RG21,,254,1,0,171,0,19,0,16,0,38
RG22,,337,2,0,252,0,11,0,45,0,156
RG23,,123,2,0,81,0,13,0,23,0,156
RG24,,324,2,0,281,36,13,0,54,0,129
RG25,,107,0,0,110,0,6,0,83,0,41
RG26,,183,1,6,136,4,14,0,14,0,37
RG27,,160,0,0,97,0,9,0,33,0,32
RG28,YES,124,1,0,57,3,5,0,20,0,0
RG29,,36,0,0,79,0,10,0,30,0,49
RG30,,694,5,3,412,0,18,0,39,0,348
RG31,,351,3,0,267,39,12,0,67,0,75
RG40,,214,1,0,120,132,18,100,44,0,233
RG41,,409,1,7,384,0,12,0,58,0,84
RG42,YES,202,0,0,129,0,12,0,58,0,0
RG45,,195,1,0,44,18,13,5,69,202,128
RH1,,325,2,0,307,6,38,2,26,60,142
RH2,,17,0,0,9,0,8,0,13,0,56
RH3,,43,0,6,59,9,7,0,0,0,0
RH4,,235,4,0,273,92,13,0,23,0,140
RH5,,0,2,0,0,0,10,0,0,0,0
RH6,YES,46,1,0,122,0,7,0,14,0,0
RH7,,150,0,0,191,0,18,0,0,0,0
RH8,YES,98,0,0,106,0,8,0,13,0,0
RH9,,0,2,0,49,0,4,0,25,0,12
RH10,,75,0,0,54,18,7,0,71,0,14
RH11,YES,57,0,0,82,0,7,0,14,0,0
RH12,,117,2,0,117,0,7,0,14,0,6
RH13,,153,1,0,110,0,9,0,33,0,92
RH14,,0,2,0,0,0,6,0,0,0,0
RH15,,76,1,0,43,0,5,0,0,0,0
RH16,,71,1,0,34,0,9,0,33,0,96
RH17,,50,0,0,61,0,7,0,57,0,30
RH18,,67,0,0,39,0,9,0,33,0,27
RH19,,27,0,0,25,0,1,0,100,0,22
RH20,,0,1,0,0,0,11,0,9,0,18
RM1,,0,0,0,0,0,13,0,0,0,0
RM2,,0,0,0,0,0,6,0,0,0,0
RM3,,0,0,0,0,0,14,0,0,0,0
RM4,,0,0,0,0,0,3,0,0,0,0
RM5,,0,2,0,0,0,3,0,0,0,0
RM6,,0,0,0,0,0,13,0,0,0,0
RM7,,0,0,0,0,0,7,0,0,0,0
RM8,,0,5,0,0,0,13,0,0,0,0
RM9,,0,1,0,0,0,14,0,0,0,0
RM10,,0,0,0,0,0,13,0,0,0,0
RM11,,0,3,0,0,0,11,0,0,0,0
RM12,,0,1,0,0,0,12,0,0,0,0
RM13,,0,0,0,0,0,11,0,0,0,0
RM14,,0,2,0,0,0,13,0,0,0,0
RM15,YES,116,4,34,108,32,20,0,5,0,0
RM16,,230,6,0,522,0,13,0,23,0,60
RM17,,36,1,0,76,0,17,0,12,0,19
RM18,,225,1,0,93,0,15,0,20,0,20
RM19,,0,0,0,7,0,5,0,0,0,0
RM20,,51,1,0,21,0,12,0,0,0,0
S1,,0,0,0,0,0,1,0,0,0,0
S2,,79,1,6,163,0,27,0,11,0,48
S3,,160,1,42,76,40,13,0,23,0,30
S4,,81,0,0,60,0,12,0,17,0,33
S5,,75,0,0,126,24,4,0,25,0,60
S6,,242,0,0,210,0,13,0,0,0,0
S7,,251,0,55,272,43,27,0,70,0,168
S8,YES,0,0,0,60,0,1,0,100,0,0
S9,,0,2,0,20,18,17,0,6,0,9
S10,,564,8,0,351,36,40,0,38,30,186
S11,,118,0,0,123,0,7,0,29,0,18
S12,,110,0,0,57,23,6,0,50,0,85
S13,,195,3,0,166,0,18,0,6,4,48
S14,,0,0,0,0,0,2,0,0,0,0
S17,,100,1,0,115,0,11,0,18,0,45
S18,,374,3,0,0,6,27,0,63,141,200
S20,,132,2,0,62,0,12,0,17,0,12
S21,,210,1,0,0,11,14,43,36,0,125
S25,,29,0,0,30,0,2,0,0,0,0
S26,,182,5,0,94,0,18,0,39,9,78
S32,,37,1,0,0,0,5,0,40,0,19
S33,,19,0,0,0,0,7,38,43,38,0
S35,YES,94,1,0,196,0,19,0,16,0,0
S36,,266,1,0,221,20,17,0,29,27,214
S40,,293,2,0,0,4,15,2,67,121,292
S41,,430,3,0,0,0,12,10,83,0,296
S42,,244,0,0,0,19,10,0,0,0,0
S43,,294,7,0,0,29,14,7,57,86,373
S44,,164,1,0,0,0,7,0,43,71,112
S45,YES,122,0,0,0,0,3,0,33,0,0
S60,,59,0,0,29,0,4,0,75,0,28
S61,,0,1,0,53,0,10,0,20,0,53
S62,YES,276,3,0,90,0,7,0,14,0,0
S63,,139,1,0,182,0,21,0,29,24,105
S64,YES,24,1,0,33,0,7,0,29,0,0
S65,,87,0,0,100,0,11,0,0,0,0
S66,,118,0,0,120,0,19,0,0,0,0
S70,,178,2,0,184,0,12,0,17,0,70
S71,,221,1,6,249,0,13,0,46,70,106
S72,YES,69,0,0,49,0,8,0,50,0,0
S73,,250,0,0,99,83,7,8,57,12,116
S74,,51,0,0,55,0,14,0,7,0,30
S75,,383,2,159,333,143,16,54,25,0,0
S80,,162,0,37,138,11,19,0,42,0,55
S81,,376,3,0,253,0,24,0,29,45,183
SE1,,0,2,0,0,0,27,0,0,0,0
SE2,,0,1,0,0,0,8,0,0,0,0
SE3,,0,2,0,0,0,18,0,0,0,0
SE4,,0,3,0,0,0,9,0,0,0,0
SE5,,0,4,0,0,0,18,0,0,0,0
SE6,,0,3,0,0,0,18,0,0,0,0
SE7,,0,3,0,0,0,9,0,0,0,0
SE8,,0,2,0,0,0,12,0,0,0,0
SE9,,0,3,0,0,0,29,0,0,0,0
SE10,,0,2,0,0,0,9,0,0,0,0
SE11,,0,2,0,0,0,14,0,0,0,0
SE12,,0,0,0,0,0,10,0,0,0,0
SE13,,0,2,0,0,0,8,0,0,0,0
SE14,,0,1,0,0,0,10,0,0,0,0
SE15,,0,2,0,0,0,28,0,0,0,0
SE16,,0,1,0,0,0,19,0,0,0,0
SE17,,0,0,0,0,0,12,0,0,0,0
SE18,,0,5,0,0,0,27,0,0,0,0
SE19,,0,3,0,0,0,12,0,0,0,0
SE20,,0,0,0,0,0,6,0,0,0,0
SE21,,0,2,0,0,0,11,0,0,0,0
SE22,,0,4,0,0,0,11,0,0,0,0
SE23,,0,3,0,0,0,14,0,0,0,0
SE24,,0,2,0,0,0,8,0,0,0,0
SE25,,0,2,0,0,0,13,0,0,0,0
SE26,,0,1,0,0,0,10,0,0,0,0
SE27,,0,4,0,0,0,6,0,0,0,0
SE28,,0,1,0,0,0,11,0,0,0,0
SG1,,78,2,0,167,0,10,0,40,0,30
SG2,,121,1,0,223,0,13,0,54,0,160
SG3,,139,1,0,95,80,17,24,12,24,17
SG4,,168,2,0,248,0,19,0,16,0,28
SG5,,33,0,0,116,0,6,0,17,0,30
SG6,,160,1,0,144,0,14,0,0,0,0
SG7,,80,1,0,63,0,12,0,58,0,117
SG8,,162,0,33,329,44,12,0,25,0,48
SG9,YES,54,0,0,32,0,6,0,33,0,0
SG10,,18,0,0,28,0,6,0,33,0,18
SG11,YES,24,0,0,106,0,7,0,29,0,0
SG12,,95,1,0,138,55,5,0,80,0,14
SG13,,140,0,0,109,0,7,0,43,0,38
SG14,,232,0,12,182,12,22,0,32,0,96
SG15,,49,0,0,0,0,4,0,25,0,137
SG16,,97,0,0,0,0,7,0,29,0,26
SG17,,160,0,0,0,0,11,0,64,52,155
SG18,,114,0,0,130,0,13,0,15,0,29
SG19,,42,0,0,84,0,10,0,10,0,22
SK1,YES,39,0,0,33,0,5,0,20,0,0
SK2,,125,1,0,106,0,8,0,75,24,120
SK3,,73,0,0,77,0,20,0,0,0,0
SK4,,197,1,59,254,0,9,55,33,55,96
SK5,,162,5,0,54,0,24,0,25,0,319
SK6,,169,0,0,278,0,15,0,33,32,89
SK7,,378,0,28,316,24,21,0,33,0,95
SK8,,291,2,0,531,0,16,0,50,43,144
SK9,,336,2,0,390,0,11,0,64,0,153
SK10,,413,1,0,464,6,32,14,44,104,282
SK11,,263,5,0,214,231,16,0,44,23,74
SK12,,138,4,23,223,13,22,0,14,0,14
SK13,,202,8,0,0,0,25,0,40,179,43
SK14,,271,0,0,239,0,19,0,68,0,146
SK15,,296,7,0,257,0,19,0,32,0,146
SK16,,33,1,0,48,0,3,0,0,0,0
SK17,,148,3,0,24,0,12,0,0,0,0
SK22,,128,3,0,0,0,9,0,0,0,0
SK23,,164,2,0,0,0,12,1,25,3,115
SL0,,29,1,0,52,0,5,0,0,0,0
SL1,,111,2,0,214,0,13,0,15,0,56
SL2,,319,4,0,233,8,20,0,20,0,23
SL3,,156,4,0,138,0,9,0,67,0,61
SL4,,300,2,27,297,37,19,8,16,159,0
SL5,,90,0,0,72,0,7,0,14,0,25
SL6,,389,5,0,361,0,14,0,43,0,68
SL7,,151,1,0,136,0,13,0,38,0,27
SL8,,47,0,0,0,0,5,0,20,0,19
SL9,YES,17,0,0,63,0,3,0,33,0,0
SM1,,0,3,0,0,0,11,0,0,0,0
SM2,,195,6,0,121,0,13,0,15,0,146
SM3,,0,0,0,0,0,9,0,0,0,0
SM4,,0,0,0,0,0,12,0,0,0,0
SM5,,0,3,0,0,0,18,0,0,0,0
SM6,,0,2,0,0,0,15,0,0,0,0
SM7,,319,0,0,210,0,17,0,12,0,20
SN1,YES,33,0,0,34,0,2,0,50,0,0
SN2,,15,0,0,53,0,15,0,0,0,0
SN3,,72,0,0,45,0,7,0,43,0,43
SN4,YES,52,0,0,62,0,3,0,67,0,0
SN5,,83,1,23,173,0,11,0,36,0,78
SN6,,168,1,0,87,0,5,0,40,0,40
SN7,,8,2,0,0,8,9,0,0,0,0
SN8,,154,6,0,198,0,18,0,39,0,99
SN9,,25,3,26,27,25,10,7,30,0,71
SN10,,47,0,0,76,0,8,0,50,3,92
SN11,,125,1,0,129,0,19,0,21,0,49
SN12,,152,2,0,54,0,13,0,15,27,91
SN13,,84,0,0,113,0,5,0,40,0,91
SN14,YES,84,2,0,68,0,13,0,8,0,0
SN15,,324,0,0,115,24,21,30,14,0,48
SN16,,53,2,0,80,0,4,0,75,0,14
SN25,,48,0,0,36,0,11,0,27,0,99
SN26,,0,0,0,0,0,1,0,0,0,0
SO14,,118,5,0,0,0,8,0,25,0,10
SO15,,248,5,0,0,0,22,0,32,54,48
SO16,,444,3,0,0,36,23,0,57,56,129
SO17,,101,0,0,0,0,7,0,43,0,52
SO18,,406,0,0,0,44,22,29,59,173,374
SO19,,195,2,0,0,0,8,0,38,0,136
