Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
IG3,,0,1,0,0,0,11,0,0,0,0
IG4,,0,0,0,0,0,4,0,0,0,0
IG5,,0,1,0,0,0,5,0,0,0,0
IG6,,0,0,0,0,0,12,0,0,0,0
IG7,YES,60,1,0,0,30,10,0,20,0,0
IG8,,0,0,0,0,0,17,0,0,0,0
IG9,,12,1,0,0,0,5,6,60,0,95
IG10,,60,1,0,0,6,14,24,50,35,180
IG11,,0,3,0,0,0,20,0,0,0,0
IP1,YES,68,1,0,10,0,18,0,6,0,0
IP2,,41,0,0,46,0,19,0,21,0,40
IP3,,24,0,0,0,0,11,0,0,0,0
IP4,,154,0,0,129,0,10,0,0,0,0
IP5,YES,49,1,30,223,66,22,0,5,0,0
IP6,,20,1,0,21,0,7,0,0,0,0
IP7,,35,0,0,58,0,10,0,0,0,0
IP8,,65,0,0,0,0,8,0,13,0,12
IP9,,74,0,11,78,6,3,0,67,0,12
IP10,,0,0,0,22,0,3,0,0,0,0
IP11,,83,0,0,127,0,6,0,33,0,65
IP12,,196,0,0,132,0,9,0,44,0,31
IP13,,72,0,0,45,0,7,0,43,0,43
IP14,,71,1,0,34,0,9,0,33,0,96
IP15,,0,0,0,0,0,1,0,0,0,0
IP16,,0,0,0,18,0,3,0,0,0,0
IP17,YES,25,1,0,19,0,8,0,13,0,0
IP18,,0,0,0,0,0,3,0,0,0,0
IP19,,31,0,0,0,0,5,0,20,0,12
IP20,,5,0,0,0,0,4,0,50,0,30
IP21,YES,51,1,0,0,0,8,0,38,0,0
IP22,YES,48,1,0,45,0,10,0,10,0,0
IP23,YES,9,0,0,8,0,6,0,17,0,0
IP24,,22,2,0,0,0,15,0,0,0,0
IP25,YES,0,0,0,0,0,8,0,13,0,0
IP26,,0,0,0,0,0,6,0,0,0,0
IP27,,53,0,0,0,0,5,0,40,0,84
IP28,,68,1,0,8,0,11,0,36,0,144
IP29,,120,1,0,49,0,11,0,55,0,62
IP30,,31,0,0,35,0,3,0,0,0,0
IP31,,129,2,0,24,0,11,0,45,0,43
IP32,YES,64,1,0,52,0,4,0,25,0,0
IP33,,188,0,0,98,0,15,0,40,0,117
KT1,,0,2,0,0,0,6,0,0,0,0
KT2,,0,1,0,0,0,19,0,0,0,0
KT3,,0,4,0,0,0,14,0,0,0,0
KT4,,15,0,0,0,0,8,0,13,0,21
KT5,,0,3,0,0,0,4,0,0,0,0
KT6,,0,1,0,0,0,14,0,0,0,0
KT7,,277,0,0,181,0,21,0,10,0,77
KT8,YES,181,0,0,177,0,11,0,9,0,0
KT9,,0,1,0,0,0,7,0,0,0,0
KT10,,556,2,72,500,81,22,46,36,46,327
KT11,YES,0,1,0,0,0,10,0,10,0,0
KT12,,208,0,0,245,0,10,0,40,48,102
KT13,,119,0,0,183,0,18,0,6,46,0
KT14,,95,1,0,138,55,5,0,80,0,14
KT15,,224,0,0,189,0,17,0,18,1,154
KT16,,62,1,0,0,0,11,0,27,0,38
KT17,,330,2,79,177,89,12,0,17,60,118
KT18,,139,1,0,182,0,21,0,29,24,105
KT19,,244,0,16,251,0,17,0,18,0,65
KT20,,120,3,24,276,0,30,0,7,0,7
KT21,,86,0,0,357,0,7,0,0,0,0
KT22,,457,1,0,363,0,17,0,35,0,246
KT23,,282,0,0,20,0,5,0,60,0,107
KT24,,117,1,16,112,0,7,0,43,0,28
L1,,0,0,0,0,0,5,0,0,0,0
L3,,9,1,0,0,0,3,0,0,0,0
L4,,216,1,0,0,53,13,0,8,0,5
L5,,166,0,0,0,0,9,0,11,0,12
L6,YES,17,1,0,0,0,7,0,14,0,0
L7,,93,0,0,0,16,10,0,0,0,0
L8,,107,0,0,0,45,15,0,13,0,30
L9,,145,1,0,0,0,12,0,0,0,0
L10,,116,1,0,0,0,5,0,0,0,0
L11,,151,0,0,0,0,11,0,18,0,30
L12,,210,1,0,0,11,14,43,36,0,125
L13,,135,1,0,0,36,13,0,23,0,39
L14,,33,0,0,0,0,9,0,11,0,7
L15,,174,1,0,0,45,14,0,14,0,32
L16,,54,0,0,0,0,4,0,25,0,55
L17,,128,3,0,0,0,9,0,0,0,0
L18,,276,0,0,0,46,9,0,0,0,0
L19,,123,0,0,0,0,9,0,0,0,0
L20,,124,1,0,0,0,12,0,8,0,45
L21,,87,0,0,0,0,11,0,18,0,28
L22,,70,0,0,0,0,3,0,0,0,0
L23,,208,2,0,0,60,20,22,5,0,22
L24,,60,0,0,17,0,5,0,0,0,0
L25,,202,3,0,0,0,14,0,21,0,119
L26,YES,72,0,0,0,0,7,0,14,0,0
L27,,22,0,0,0,0,3,0,0,0,0
L28,,0,0,0,0,0,4,0,0,0,0
L30,,93,0,0,0,19,9,0,22,0,44
L31,,205,0,0,0,0,15,0,13,0,57
L32,,79,1,0,0,0,9,0,0,0,0
L33,,28,0,0,0,0,6,0,0,0,0
L34,,101,0,0,0,0,7,0,43,0,52
L35,,144,1,0,0,24,13,0,15,0,28
L36,,120,0,0,0,158,17,0,12,0,63
L37,,212,3,0,0,66,9,0,33,0,169
L39,,187,1,0,36,0,18,0,28,0,141
L40,,192,0,0,0,0,18,0,28,0,117
LA1,,189,1,0,530,35,26,99,58,216,787
LA2,,292,1,63,320,42,25,0,36,0,123
LA3,,327,0,0,393,28,14,0,36,0,99
LA4,,805,2,25,451,21,22,110,36,21,405
LA5,,241,0,0,298,0,16,60,50,43,501
LA6,,93,1,0,213,12,13,0,31,0,125
LA7,,81,0,0,60,0,12,0,17,0,33
LA8,YES,39,1,0,90,0,12,0,17,0,0
LA9,,410,2,0,382,0,26,0,46,0,135
LA10,,34,0,0,21,0,4,0,25,0,22
LA11,,83,1,4,99,17,10,0,40,0,88
LA12,,308,2,0,184,0,18,0,28,20,0
LA13,YES,205,1,0,202,0,15,0,13,0,0
LA14,,254,0,0,339,0,20,0,20,2,68
LA15,,225,1,0,93,0,15,0,20,0,20
LA16,,29,0,0,30,0,2,0,0,0,0
LA17,,14,0,0,0,0,1,0,100,0,12
LA18,,96,0,0,123,0,6,19,33,0,45
LA19,,20,0,0,22,0,2,0,0,0,0
LA20,,26,0,0,18,0,1,0,100,0,25
LA21,,21,0,0,19,0,2,0,0,0,0
LA22,,0,0,0,50,0,4,0,75,0,59
LA23,,26,1,0,75,0,7,0,0,0,0
LE1,,0,1,0,0,0,3,0,0,0,0
LE2,,297,0,27,403,0,16,0,0,0,0
LE3,,536,1,0,609,0,26,0,27,0,211
LE4,,767,1,0,684,0,21,0,29,92,60
LE5,,361,0,0,508,0,22,0,55,0,105
LE6,,219,1,24,140,23,11,22,55,0,53
LE7,,224,0,171,158,129,9,18,11,18,80
LE8,,147,2,0,147,0,7,0,71,11,18
LE9,YES,111,2,0,136,0,13,0,23,0,0
LE10,,179,4,22,108,40,18,0,39,0,92
LE11,,327,1,0,163,0,18,26,28,100,131
LE12,,358,0,0,251,0,19,0,42,0,97
LE13,,22,1,0,84,0,8,0,38,0,115
LE14,,11,1,0,11,0,14,0,0,0,0
LE15,,289,1,0,255,0,16,0,19,0,132
LE16,,112,1,90,153,105,14,0,21,0,76
LE17,,0,0,0,0,10,13,0,15,0,36
LE18,,88,0,0,105,0,6,0,67,0,110
LE19,,31,1,0,127,0,19,0,0,0,0
LE65,,0,1,0,68,0,17,0,12,0,14
LE67,,253,2,0,276,0,9,0,33,0,150
LN1,,294,0,0,176,0,16,0,31,0,70
LN2,,320,3,4,294,0,15,0,73,3,133
LN3,,12,1,0,48,0,14,0,7,0,14
LN4,,202,2,0,141,27,18,0,39,0,99
LN5,,206,2,0,275,20,9,0,11,0,40
LN6,,291,2,0,531,0,16,0,50,43,144
LN7,,49,0,0,56,2,12,0,8,0,64
LN8,,167,2,0,11,0,10,0,30,0,40
LN9,,65,2,0,12,0,6,0,17,0,9
LN10,,102,1,0,64,0,13,0,23,0,102
LN11,,110,0,0,191,100,12,0,33,0,56
LN12,,0,0,0,21,0,4,0,0,0,0
LN13,YES,90,3,10,56,7,8,0,25,0,0
LS2,,184,0,0,60,0,18,0,0,0,0
LS3,,47,0,0,30,0,1,0,0,0,0
LS4,,78,0,0,83,0,13,0,31,0,28
LS5,,116,1,18,60,18,22,0,18,30,49
LS6,,91,0,0,123,0,14,0,43,0,61
LS7,,150,0,0,191,0,18,0,0,0,0
LS8,,282,5,0,430,41,15,0,13,0,32
LS9,,249,0,0,328,0,15,0,33,0,132
LS10,,135,0,0,262,0,11,0,27,0,47
LS11,,305,1,0,247,0,17,0,29,10,171
LS12,YES,71,2,0,145,0,2,0,100,0,0
LS13,,372,0,0,105,0,15,0,20,0,90
LS14,,121,1,0,223,0,13,0,54,0,160
LS15,,398,3,10,310,0,11,0,45,0,162
LS16,YES,400,1,0,364,11,9,0,11,0,0
LS17,,457,2,30,450,78,37,30,24,54,157
LS18,,271,0,0,239,0,19,0,68,0,146
LS19,,200,2,12,229,12,20,0,30,5,61
LS20,,199,1,0,174,0,28,0,39,0,71
LS21,,102,0,22,158,4,6,0,17,0,72
LS22,,177,2,0,152,0,10,0,0,0,0
LS23,,100,0,0,96,0,3,0,0,0,0
LS24,YES,13,3,0,0,0,8,0,13,0,0
LS25,,572,2,0,243,0,13,0,31,12,282
LS26,,181,5,8,225,0,20,0,55,0,171
LS27,YES,294,2,0,385,0,11,0,18,0,0
LS28,,340,0,19,386,0,12,0,33,53,168
LS29,,132,0,0,76,0,11,0,64,0,208
LU1,,184,1,78,228,36,20,0,20,0,132
LU2,,173,1,100,272,48,21,39,43,1,102
LU3,,62,0,0,66,0,4,0,100,0,59
LU4,,193,6,0,58,0,19,0,37,189,359
LU5,,141,0,0,408,12,21,0,29,0,41
LU6,,324,0,0,394,0,11,0,27,0,151
LU7,,1027,8,0,26,133,26,35,62,90,586
M2,,0,0,0,0,0,1,0,0,0,0
M3,,12,0,0,0,0,4,0,0,0,0
M4,YES,17,0,0,0,0,4,0,25,0,0
M5,,26,0,0,12,0,6,0,0,0,0
M6,,14,2,0,10,0,13,0,0,0,0
M7,,272,0,0,100,0,10,36,30,0,119
M8,,179,4,37,157,83,10,56,50,0,142
M9,YES,655,1,42,283,0,16,0,6,0,0
M11,,224,3,0,218,0,7,0,43,0,60
M12,YES,85,1,25,193,12,18,0,6,0,0
M13,,151,0,15,122,0,12,0,50,0,56
M14,,83,1,0,267,0,13,0,8,149,0
M15,,119,1,0,12,0,8,0,13,0,285
M16,YES,171,0,0,102,0,13,0,8,0,0
M18,,295,3,3,186,0,10,0,10,0,18
M19,YES,180,0,0,146,0,12,0,17,0,0
M20,YES,299,4,37,340,117,14,0,7,0,0
M21,,265,1,17,203,5,15,0,33,0,155
M22,,189,0,0,123,0,21,0,10,0,18
M23,YES,249,1,0,206,0,15,0,27,0,0
M24,,139,1,0,115,0,18,0,33,0,64
M25,,167,1,0,202,0,15,0,80,0,169
M26,,273,1,57,243,132,17,0,47,30,151
M27,,359,1,84,215,24,17,0,18,0,115
M28,,259,1,0,238,9,17,6,47,0,123
M29,,92,0,0,48,0,2,0,50,0,23
M30,,103,2,0,181,0,14,0,0,0,0
M31,,71,1,0,43,0,7,0,43,0,28
M32,,129,1,22,142,18,13,0,38,0,97
M33,,594,4,0,617,3,33,0,12,0,286
M34,,209,0,0,204,0,12,0,25,0,57
M35,,346,0,0,331,0,9,0,44,76,97
M38,,74,0,0,44,0,2,0,0,0,0
M40,YES,192,0,26,237,0,23,0,4,0,0
M41,,564,4,0,350,0,28,0,46,0,260
M43,YES,46,1,0,122,0,7,0,14,0,0
M44,,792,1,0,178,0,19,0,37,10,371
M45,,245,0,12,230,0,7,0,43,3,156
M46,,91,5,87,179,68,17,84,41,0,162
M50,,0,1,0,0,0,2,0,0,0,0
ME1,,83,0,38,69,27,5,0,60,0,63
ME2,,120,1,0,129,0,16,0,19,54,266
ME3,,87,2,0,113,0,11,0,0,0,0
ME4,YES,58,0,0,70,0,9,0,11,0,0
ME5,,100,1,0,115,0,11,0,18,0,45
ME6,,0,1,0,34,0,15,0,13,0,66
ME7,,118,0,0,130,0,4,0,25,0,34
ME8,,103,1,0,146,0,13,0,46,0,69
ME9,,166,0,0,85,0,11,0,0,0,0
ME10,,87,1,0,32,0,21,0,29,186,44
ME11,,0,0,0,0,0,1,0,0,0,0
ME12,,137,2,0,85,0,11,0,45,0,117
ME13,,49,0,0,38,0,2,0,0,0,0
ME14,,182,1,0,0,16,12,0,42,88,149
ME15,YES,145,4,0,0,4,18,0,6,0,0
ME16,,106,2,0,16,30,17,0,6,0,15
ME17,,85,1,0,11,24,15,0,27,0,84
ME18,,81,1,0,8,0,4,0,25,0,24
ME19,YES,172,1,0,210,0,8,0,50,0,0
ME20,,344,3,0,141,11,20,0,30,0,127
MK2,,0,1,0,23,0,7,0,14,0,24
MK3,,155,0,4,136,52,6,0,50,0,188
MK4,,105,2,0,86,0,11,0,27,0,60
MK5,,122,2,0,139,0,6,0,50,0,75
MK6,YES,17,0,0,63,0,3,0,33,0,0
MK7,,46,1,0,41,0,8,0,38,0,39
MK8,,98,2,7,41,0,7,0,29,0,124
MK9,,0,0,0,0,0,1,0,0,0,0
MK10,,332,0,0,230,0,13,0,23,0,180
MK11,,36,0,0,36,0,20,0,10,0,24
MK12,,192,1,16,225,0,11,0,36,49,122
MK13,,47,1,0,64,0,8,0,0,0,0
MK14,,50,0,0,79,0,5,0,40,0,37
MK15,,0,2,0,0,0,1,0,0,0,0
MK16,,307,4,0,121,2,39,0,23,24,183
MK17,,274,2,0,175,0,23,0,0,0,0
MK18,,461,5,0,404,0,39,0,10,0,158
MK19,YES,77,1,0,103,0,22,0,9,0,0
MK40,,30,1,0,141,0,6,0,17,0,25
MK41,YES,384,2,0,372,0,22,0,45,0,0
MK42,,400,2,0,198,0,23,0,48,0,176
MK43,,362,2,0,229,30,9,12,56,0,96
MK44,,185,0,5,134,0,10,0,40,0,47
MK45,,333,1,0,0,0,23,0,52,35,169
MK46,,26,1,0,35,0,3,0,0,0,0
N1,,0,4,0,0,0,38,0,0,0,0
N1C,,0,0,0,0,0,3,0,0,0,0
N2,,0,0,0,0,0,8,0,0,0,0
N3,,0,1,0,0,0,11,0,0,0,0
N4,,0,6,0,0,0,13,0,0,0,0
N5,,0,0,0,0,0,9,0,0,0,0
N6,,0,2,0,0,0,8,0,0,0,0
N7,,0,0,0,0,0,14,0,0,0,0
N8,,0,3,0,0,0,16,0,0,0,0
N9,,0,3,0,0,0,18,0,0,0,0
N10,,0,0,0,0,0,13,0,0,0,0
N11,,0,1,0,0,0,14,0,0,0,0
N12,,0,1,0,0,0,13,0,0,0,0
N13,,0,2,0,0,0,7,0,0,0,0
N14,,0,0,0,0,0,17,0,0,0,0
N15,,0,6,0,0,0,18,0,0,0,0
N16,,0,15,0,0,0,42,0,0,0,0
N17,,0,2,0,0,0,27,0,0,0,0
N18,,0,0,0,0,0,7,0,0,0,0
N19,,0,1,0,0,0,10,0,0,0,0
N20,,0,0,0,0,0,10,0,0,0,0
N21,,0,0,0,0,0,9,0,0,0,0
N22,,0,0,0,0,0,17,0,0,0,0
NE1,,0,2,0,0,0,1,0,0,0,0
NE2,,117,2,0,117,0,7,0,14,0,6
NE3,,576,0,0,623,0,14,0,43,0,180
NE4,,152,2,207,194,91,13,0,54,20,325
NE5,,364,0,4,456,0,15,0,33,0,77
NE6,,274,2,5,359,0,15,0,20,0,206
NE7,,126,1,0,51,0,17,0,0,0,0
NE8,YES,148,3,0,182,0,8,0,25,0,0
NE9,,389,5,0,361,0,14,0,43,0,68
NE10,YES,161,0,0,504,0,10,0,40,0,0
NE11,,0,0,0,130,0,10,0,20,0,19
NE12,,402,0,0,269,0,12,0,33,75,349
NE13,,125,1,0,87,0,15,0,13,0,40
NE15,YES,199,1,0,184,0,16,0,31,0,0
NE16,,225,1,0,309,0,15,0,33,0,96
NE17,,0,0,0,0,0,1,0,0,0,0
NE18,YES,13,0,0,4,0,1,0,100,0,0
NE19,,0,0,0,0,0,1,0,0,0,0
NE20,,0,0,0,0,0,6,0,0,0,0
NE21,,316,0,0,151,12,27,0,22,0,22
NE22,,53,1,0,70,0,18,0,6,0,31
NE23,,43,0,17,225,0,7,0,0,0,0
NE24,,155,1,0,177,0,16,0,31,0,124
NE25,,507,2,0,422,3,28,0,29,120,473
NE26,,122,0,0,143,0,14,0,21,0,117
NE27,,47,0,0,0,0,5,0,20,0,19
NE28,,276,1,0,299,14,11,0,55,0,170
NE29,,264,1,0,280,0,15,0,20,0,123
NE30,,110,1,0,118,0,7,0,43,0,30
NE31,,148,2,0,351,0,20,0,0,0,0
NE32,,527,1,9,419,9,16,0,38,0,274
NE33,,327,2,0,290,0,12,0,75,0,287
NE34,YES,757,1,88,842,26,17,0,47,0,0
NE35,,47,0,0,69,0,9,0,11,0,20
NE36,,209,0,48,229,94,8,0,25,0,87
NE37,YES,24,0,0,106,0,7,0,29,0,0
NE38,,168,0,0,159,24,24,19,17,31,112
NE39,,114,0,0,130,0,13,0,15,0,29
NE40,YES,96,1,0,218,0,11,0,27,0,0
NE41,,0,0,0,0,0,1,0,0,0,0
NE42,,17,0,0,9,0,8,0,13,0,56
NE43,,0,2,0,0,0,3,0,0,0,0
NE44,,0,0,0,0,0,1,0,0,0,0
NE45,,45,0,0,50,0,4,0,75,0,27
NE46,,23,0,0,0,0,10,7,10,0,31
NE47,,31,0,0,27,0,8,0,0,0,0
NE48,,195,1,0,44,18,13,5,69,202,128
NE49,,0,0,0,0,0,1,0,100,0,17
NE61,,230,0,0,114,0,10,0,30,63,129
NE62,,82,0,10,128,0,11,13,18,0,30
NE63,,140,2,38,132,15,11,0,18,0,49
NE65,,51,1,0,21,0,12,0,0,0,0
NE66,,185,1,0,143,0,8,0,25,0,41
NE67,,0,0,0,0,0,1,0,0,0,0
NE68,,0,0,0,11,0,1,0,0,0,0
NE70,,0,0,0,0,0,1,0,0,0,0
NE71,,32,1,0,34,0,4,0,50,0,50
NG1,YES,37,0,0,24,0,4,0,25,0,0
NG2,,649,4,0,478,0,18,13,56,0,74
NG3,YES,163,0,0,94,9,7,0,29,0,0
NG4,,202,2,0,217,0,15,0,40,0,53
NG5,,251,2,0,121,0,21,9,29,4,179
NG6,,35,0,0,187,122,10,0,0,0,0
NG7,,54,1,0,37,0,3,0,0,0,0
NG8,,216,1,106,254,90,9,0,44,36,42
NG9,,106,0,0,71,0,6,0,33,30,0
NG10,,363,2,0,0,53,19,33,32,0,219
NG11,,118,0,0,34,0,12,0,0,0,0
NG12,,201,3,0,270,0,16,0,25,0,124
NG13,,127,1,0,130,0,17,0,24,0,20
NG14,,116,1,0,61,0,18,0,11,0,56
NG15,,259,0,0,216,0,18,0,22,0,34
NG16,,274,0,0,162,0,6,0,33,0,19
NG17,,199,3,0,128,0,14,0,36,0,39
NG18,,96,0,0,175,0,5,0,20,0,45
NG19,,262,3,0,213,0,25,0,8,30,12
NG20,,62,0,0,46,6,14,0,0,0,0
NG21,,105,1,0,244,0,13,0,31,0,108
NG22,,207,1,0,118,0,16,0,19,0,40
NG23,,162,0,0,102,0,7,0,57,0,12
NG24,,519,1,12,587,71,27,0,19,0,318
NG25,,46,2,0,126,0,7,0,29,0,122
NG31,,138,4,23,223,13,22,0,14,0,14
NG32,,265,0,0,21,0,9,0,33,0,48
NG33,,24,1,0,12,0,9,0,33,0,38
NG34,,227,2,0,228,0,26,0,12,0,125
NN1,,35,0,0,19,7,11,0,36,0,71
NN2,,24,1,0,46,0,7,0,0,0,0
NN3,,258,1,0,400,0,15,0,40,0,92
NN4,,330,2,75,295,77,18,24,39,63,421
NN5,,99,1,6,130,0,12,0,33,0,39
NN6,,424,3,106,381,35,26,31,54,0,286
NN7,,543,1,0,505,0,18,0,44,0,126
NN8,,71,0,0,35,0,6,0,17,0,36
NN9,YES,129,6,0,92,0,18,0,11,0,0
NN10,YES,94,1,0,58,0,6,0,33,0,0
NN11,YES,93,2,0,239,0,15,0,20,0,0
NN12,,207,3,30,239,26,9,0,22,1,92
NN13,,103,1,0,208,42,8,9,25,0,50
NN14,,154,6,0,198,0,18,0,39,0,99
NN15,,259,1,0,292,0,16,0,6,0,50
NN16,,98,3,0,161,23,13,0,15,0,35
NN17,YES,35,0,15,58,3,4,0,25,0,0
NN18,,145,0,0,137,0,9,0,44,0,101
NN29,,53,1,0,0,0,6,0,83,0,73
NP10,,0,2,0,0,0,0,0,0,0,0
NP16,,36,0,0,35,0,1,0,100,0,30
NP19,,0,3,0,0,0,0,0,0,0,0
NP20,,0,1,0,0,0,0,0,0,0,0
NP25,,8,0,0,9,0,1,0,100,0,4
NP26,,0,1,0,0,0,0,0,0,0,0
NR1,,0,1,0,0,0,11,6,36,24,12
NR2,,132,2,0,0,24,13,36,31,24,158
NR3,,0,0,0,0,0,10,0,0,0,0
NR4,,229,0,0,0,72,11,0,36,48,121
NR5,,65,1,0,0,0,12,0,42,10,96
NR6,,0,1,0,0,0,12,0,17,30,48
NR7,YES,0,1,0,0,0,13,0,15,0,0
NR8,,114,0,0,0,0,9,48,56,90,72
NR9,,143,0,0,0,42,12,14,50,0,111
NR10,,13,1,0,0,0,13,0,15,0,24
NR11,YES,0,2,0,0,0,14,0,7,0,0
NR12,,0,0,0,0,0,17,0,6,0,28
NR13,,0,0,0,0,0,13,0,8,0,24
NR14,,52,0,0,0,0,15,0,33,0,107
NR15,YES,44,1,0,0,0,12,0,25,0,0
NR16,YES,0,0,0,0,0,10,0,20,0,0
NR17,YES,0,1,0,0,0,9,0,11,0,0
NR18,YES,49,0,0,0,0,9,0,22,0,0
NR19,,102,0,0,0,0,11,0,27,25,96
NR20,,12,2,0,0,0,9,0,33,0,60
NR21,,0,1,0,0,0,10,0,0,0,0
NR22,,0,0,0,0,0,1,0,0,0,0
NR23,,0,0,0,0,0,2,0,0,0,0
NR24,,0,2,0,0,0,1,36,100,0,0
NR25,,0,0,0,0,0,4,0,25,0,5
NR26,,0,0,0,0,0,3,0,0,0,0
NR27,,0,0,0,0,0,8,0,0,0,0
NR28,,0,0,0,0,0,5,0,0,0,0
NR29,,32,0,0,0,0,11,0,36,36,24
NR30,,9,0,0,0,0,11,0,9,0,11
NR31,,107,1,0,0,0,20,0,35,0,9
NR32,,0,2,0,20,18,17,0,6,0,9
NR33,YES,82,0,0,101,0,5,0,20,0,0
NR34,,53,0,0,48,0,11,0,18,0,77
NR35,YES,37,1,0,20,0,9,0,11,0,0
NW1,,0,2,0,0,0,23,0,0,0,0
NW2,,0,0,0,0,0,20,0,0,0,0
NW3,,0,2,0,0,0,39,0,0,0,0
NW4,,0,0,0,0,0,18,0,0,0,0
NW5,,0,0,0,0,0,14,0,0,0,0
NW6,,0,7,0,0,0,28,0,0,0,0
NW7,,0,0,0,0,0,18,0,0,0,0
NW8,,0,2,0,0,0,13,0,0,0,0
NW9,,0,0,0,0,0,23,0,0,0,0
NW10,,0,6,0,0,0,32,0,0,0,0
NW11,,0,0,0,0,0,15,0,0,0,0
OL1,,234,2,0,291,0,10,0,30,0,35
OL2,,372,1,0,676,0,28,0,14,57,121
OL3,YES,131,0,0,330,0,15,0,20,0,0
OL4,,521,7,98,430,162,12,0,25,160,36
OL5,,133,1,45,138,9,21,0,0,0,0
OL6,,80,0,0,80,0,8,0,75,0,80
OL7,,107,1,0,29,0,6,0,33,0,85
OL8,,548,1,26,648,18,16,22,94,0,627
OL9,,804,3,18,929,40,27,0,37,0,60
OL10,,160,4,0,111,0,23,0,17,0,100
OL11,,180,3,0,341,0,18,0,22,53,75
OL12,,456,1,20,672,0,22,28,32,178,238
OL13,,351,3,0,267,39,12,0,67,0,75
OL14,,270,2,0,225,0,17,0,24,3,15
OL15,YES,128,1,0,87,0,6,0,33,0,0
OL16,,196,4,0,221,0,17,0,0,0,0
OX1,YES,53,0,0,100,0,8,0,13,0,0
OX2,,49,1,0,77,0,7,0,43,0,70
OX3,,212,3,0,12,0,22,0,23,0,114
OX4,,170,1,0,32,0,26,0,23,15,192
OX5,,72,1,0,23,0,12,0,42,0,123
OX7,,118,1,0,28,0,17,0,35,0,63
OX9,,77,0,0,0,0,5,18,20,0,18
OX10,,104,4,0,84,0,12,0,33,0,20
OX11,,132,1,0,120,0,10,0,40,0,63
OX12,,11,0,0,0,0,13,0,0,0,0
OX13,,38,1,0,0,0,9,0,11,0,27
OX14,,108,0,0,83,0,5,0,40,0,28
OX15,,90,2,0,13,0,15,0,13,0,57
OX16,,104,0,2,3,0,21,0,10,0,30
OX17,,33,0,0,116,0,6,0,17,0,30
OX18,,144,0,0,0,25,13,32,31,0,59
OX20,,38,0,0,0,0,4,9,50,0,41
OX25,,50,1,0,0,0,3,0,0,0,0
OX26,,34,0,1,7,6,17,0,12,0,15
OX27,,59,0,0,10,0,4,0,25,0,10
OX28,,155,2,0,0,44,12,6,58,0,89
OX29,,69,4,0,13,11,17,0,29,0,105
OX33,,19,1,0,0,0,6,0,33,0,20
OX39,,0,0,0,0,0,2,0,0,0,0
OX44,,31,1,0,24,0,6,0,0,0,0
OX49,,10,0,0,0,0,4,0,0,0,0
PE1,,221,2,0,209,0,19,0,16,2,8
PE2,YES,329,1,0,225,0,8,0,13,0,0
PE3,,138,1,0,149,0,13,0,15,12,58
PE4,,297,1,0,291,0,12,0,42,48,210
PE5,,27,0,0,25,0,1,0,100,0,22
PE6,,482,0,30,415,0,16,55,31,15,325
PE7,,563,0,130,474,153,16,39,44,54,222
PE8,,117,2,0,49,0,16,0,0,0,0
PE9,,233,1,0,224,0,9,0,11,0,110
PE10,,87,0,0,100,0,11,0,0,0,0
PE11,,404,3,0,348,0,21,0,33,0,222
PE12,,182,5,0,94,0,18,0,39,9,78
PE13,,237,3,4,162,0,33,0,45,303,420
PE14,,76,1,0,43,0,5,0,0,0,0
PE15,,266,1,0,221,20,17,0,29,27,214
PE16,YES,0,1,0,30,0,3,0,67,0,0
PE19,,667,3,0,549,15,34,0,29,25,86
PE20,,41,0,0,0,0,5,0,0,0,0
PE21,,221,2,7,289,9,11,0,73,0,50
PE22,,100,2,0,174,0,10,0,20,0,40
PE23,,0,1,0,53,0,10,0,20,0,53
PE24,,32,2,0,57,0,14,0,0,0,0
PE25,,128,1,0,9,0,9,0,33,0,106
PE26,,53,2,0,80,0,4,0,75,0,14
PE27,YES,492,0,0,368,0,17,0,12,0,0
PE28,,431,9,13,575,12,19,0,16,36,1
PE29,YES,195,2,0,242,0,20,0,10,0,0
PE30,YES,42,1,0,0,0,21,0,5,0,0
PE31,,18,0,0,0,0,12,0,8,0,9
PE32,,26,0,0,0,0,12,22,33,0,81
PE33,,0,1,0,0,0,9,0,11,0,18
PE34,,35,0,0,0,0,12,0,25,0,32
PE36,,0,0,0,0,0,3,0,0,0,0
PE37,,0,1,0,0,0,6,0,0,0,0
PE38,,21,0,0,0,0,7,0,43,0,12
PL1,,150,1,0,0,0,14,0,50,135,258
PL2,,117,2,0,0,0,11,0,36,109,113
PL3,,185,1,0,0,49,8,0,50,103,162
PL4,,182,0,0,0,81,10,117,30,77,54
PL5,,406,0,0,0,44,22,29,59,173,374
PL6,,138,4,0,58,0,14,0,36,0,67
PL7,,178,1,0,44,0,13,0,62,0,205
PL8,,110,2,0,65,0,4,0,100,0,60
PL9,,222,5,0,15,121,10,0,90,177,306
PL10,,11,0,0,0,0,2,0,50,12,0
PL11,,51,0,0,0,34,5,0,60,18,31
PL12,,157,1,0,0,0,10,0,80,36,186
PL13,,25,1,0,0,0,5,0,60,57,113
PL14,,55,2,0,0,0,16,16,75,145,241
PL15,,86,0,0,0,44,17,0,76,162,178
